Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.maven.artifact.handler.ArtifactHandlerMock.isIncludesDependencies",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.ArtifactHandlerMock.setAddedToClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.ArtifactHandlerMock.setClassifier",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.ArtifactHandlerMock.setDirectory",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.ArtifactHandlerMock.setExtension",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.ArtifactHandlerMock.setIncludesDependencies",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.ArtifactHandlerMock.setLanguage",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.ArtifactHandlerMock.setPackaging",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.apache.maven.artifact.handler.DefaultArtifactHandler",1,1,1,1,5,0,5,0,2,0,0,0,,0,0,,,,14,8,14,14,0,0,0,14,,111,,,,23,,,,83,,,24,21,5,,,,,,,25,44,23,,,21,,,,,,,,2,2,2,1,,1,1,,86,84,0.06,18,18,18,14
Public Constructor,"org.apache.maven.artifact.handler.DefaultArtifactHandler.DefaultArtifactHandler",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,0,0,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,"org.apache.maven.artifact.handler.DefaultArtifactHandler.DefaultArtifactHandler",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.getClassifier",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.getDirectory",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,8,,,1,3,0,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.getExtension",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,1,3,0,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.getLanguage",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,1,,,,8,,,1,3,0,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.getPackaging",,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,1,3,0,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.getType",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.isAddedToClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.isIncludesDependencies",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.setAddedToClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.setExtension",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.setIncludesDependencies",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.DefaultArtifactHandler.setLanguage",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Package,"org.apache.maven.artifact.handler.manager",1,1,1,1,8,1,7,0,,,,,2,0,0,,2,,5,3,5,,2,0,0,3,,112,,,,19,,,,48,,,27,10,45,,,,,,,22,29,22,,,7,,,,,,,,3,3,3,1,,,2,,,,0.94,5,5,5,3
Public Interface,"org.apache.maven.artifact.handler.manager.ArtifactHandlerManager",0,0,0,0,0,0,0,0,0,1,1,1,,0,0,,,,2,1,2,2,2,0,0,0,,13,,,,2,,,,7,,,5,1,4,,,,,,,3,4,4,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,0.57,0,0,0,0
Abstract Method,"org.apache.maven.artifact.handler.manager.ArtifactHandlerManager.addHandlers",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,1,,,1,0,0,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.handler.manager.ArtifactHandlerManager.getArtifactHandler",,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Public Class,"org.apache.maven.artifact.handler.manager.DefaultArtifactHandlerManager",1,1,1,1,8,1,7,0,2,2,2,0,,0,0,,,,3,2,3,3,0,0,0,3,,43,,,,9,,,,29,,,10,9,5,,,,,,,8,14,7,,,7,,,,,,,,3,3,3,1,,1,2,,33,33,0.17,5,5,5,3
Public Method,"org.apache.maven.artifact.handler.manager.DefaultArtifactHandlerManager.addHandlers",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,4,,,1,1,1,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.25,1,1,1,1
Public Method,"org.apache.maven.artifact.handler.manager.DefaultArtifactHandlerManager.getArtifactHandler",,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,3,,,,13,,,2,6,0,,,,3,3,0,4,7,2,,,5,,,3,3,3,1,0,,,,,0,,2,0,,,0.00,3,3,3,1
Public Method,"org.apache.maven.artifact.handler.manager.DefaultArtifactHandlerManager.getHandlerTypes",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Package,"org.apache.maven.artifact.installer",1,1,1,1,13,1,11,0,,,,,4,0,0,,4,,10,4,10,,2,0,2,6,,302,,,,39,,,,151,,,78,44,112,,,,,,,72,91,62,,,29,,,,,,,,7,7,8,1,,,2,,,,0.74,14,14,15,8
Public Class,"org.apache.maven.artifact.installer.ArtifactInstallationException",1,1,1,1,4,0,4,0,1,0,0,0,,0,0,,,,3,0,3,3,0,0,0,3,,23,,,,2,,,,17,,,6,3,4,,,,,,,3,7,4,,,3,,,,,,,,1,1,1,1,,2,0,,0,0,0.24,3,3,3,3
Public Constructor,"org.apache.maven.artifact.installer.ArtifactInstallationException.ArtifactInstallationException",,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,2,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,"org.apache.maven.artifact.installer.ArtifactInstallationException.ArtifactInstallationException",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,"org.apache.maven.artifact.installer.ArtifactInstallationException.ArtifactInstallationException",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Interface,"org.apache.maven.artifact.installer.ArtifactInstaller",0,0,0,0,0,0,0,0,0,3,3,1,,0,0,,,,2,1,2,2,2,0,0,0,,35,,,,2,,,,9,,,7,1,24,,,,,,,3,4,4,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,2.67,0,0,0,0
Abstract Method,"org.apache.maven.artifact.installer.ArtifactInstaller.install",,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,2,,,2,0,12,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.installer.ArtifactInstaller.install",,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,0,,,,2,,,2,0,8,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Public Class,"org.apache.maven.artifact.installer.ArtifactInstallerTest",1,1,1,1,8,1,6,0,1,2,2,0,,0,0,,,,3,1,3,27,0,0,2,1,,35,,,,8,,,,23,,,11,8,4,,,,,,,9,13,8,,,5,,,,,,,,1,1,1,1,,3,0,,33,33,0.17,3,3,3,3
Protected Method,"org.apache.maven.artifact.installer.ArtifactInstallerTest.component",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.maven.artifact.installer.ArtifactInstallerTest.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,1,,,,6,,,2,2,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.installer.ArtifactInstallerTest.testArtifactInstallation",,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,4,,,,9,,,5,5,0,,,,6,1,0,5,6,4,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.apache.maven.artifact.installer.DefaultArtifactInstaller",4,4,4,1,35,4,28,2,2,12,12,0,,0,0,,,,2,2,2,2,0,0,0,2,,88,,,,13,,,,67,,,21,31,8,,,,,,,25,35,14,,,21,,,,,,,,7,7,8,1,,2,2,,50,50,0.12,8,8,9,2
Public Method,"org.apache.maven.artifact.installer.DefaultArtifactInstaller.install",,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,1,,,,7,,,4,3,1,,,,3,1,0,3,4,3,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.14,1,1,1,1
Public Method,"org.apache.maven.artifact.installer.DefaultArtifactInstaller.install",,,,,,,,,,,,,,,,,,,,,,,,,,,6,61,,,,7,,,,50,,,9,28,4,,,,22,32,2,20,28,8,,,20,,,7,7,8,1,3,,,,,0,,2,0,,,0.08,7,7,8,1
Package,"org.apache.maven.artifact.manager",2,2,3,2,16,2,14,0,,,,,3,0,0,,3,,12,5,12,,5,0,0,7,,277,,,,43,,,,164,,,82,50,70,,,,,,,77,101,65,,,36,,,,,,,,6,6,8,6,,,5,,,,0.43,19,19,22,17
Public Class,"org.apache.maven.artifact.manager.DefaultWagonManager",3,3,4,3,21,3,18,0,2,10,10,0,,0,0,,,,5,5,5,24,0,0,0,5,,137,,,,27,,,,107,,,35,48,3,,,,,,,39,59,25,,,34,,,,,,,,6,6,8,6,,2,5,,68,68,0.03,17,17,20,15
Public Method,"org.apache.maven.artifact.manager.DefaultWagonManager.getArtifact",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,2,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.manager.DefaultWagonManager.getArtifact",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,2,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.manager.DefaultWagonManager.getAuthenticationInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,,,,6,,,,31,,,7,17,1,,,,17,6,1,12,19,7,,,12,,,6,6,7,6,6,,,,,6,,5,6,,,0.03,6,6,7,6
Public Method,"org.apache.maven.artifact.manager.DefaultWagonManager.getMirrorRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,,,,4,,,,17,,,3,10,1,,,,13,3,0,6,9,3,,,6,,,3,3,3,1,0,,,,,0,,2,0,,,0.06,3,3,3,1
Public Method,"org.apache.maven.artifact.manager.DefaultWagonManager.getProxy",,,,,,,,,,,,,,,,,,,,,,,,,,,3,39,,,,6,,,,33,,,7,19,0,,,,21,6,1,14,21,7,,,14,,,6,6,8,6,6,,,,,6,,5,6,,,0.00,6,6,8,6
Public Class,"org.apache.maven.artifact.manager.WagonConfigurationException",1,1,1,1,4,0,4,0,1,0,0,0,,0,0,,,,2,0,2,6,0,0,0,2,,16,,,,1,,,,12,,,4,2,3,,,,,,,2,5,3,,,2,,,,,,,,1,1,1,1,,3,0,,0,0,0.25,2,2,2,2
Public Constructor,"org.apache.maven.artifact.manager.WagonConfigurationException.WagonConfigurationException",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,"org.apache.maven.artifact.manager.WagonConfigurationException.WagonConfigurationException",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Interface,"org.apache.maven.artifact.manager.WagonManager",0,0,0,0,0,0,0,0,1,2,2,1,,0,0,,,,5,0,5,15,5,0,0,0,,20,,,,5,,,,11,,,9,0,4,,,,,,,5,6,6,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.36,0,0,0,0
Abstract Method,"org.apache.maven.artifact.manager.WagonManager.getArtifact",,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,2,0,0,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.manager.WagonManager.getArtifact",,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,2,0,0,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.manager.WagonManager.getAuthenticationInfo",,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,1,,,1,0,4,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.manager.WagonManager.getMirrorRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.manager.WagonManager.getProxy",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Package,"org.apache.maven.artifact.metadata",1,1,1,1,8,0,7,0,,,,,6,0,0,,6,,15,1,15,,6,0,1,8,,292,,,,38,,,,146,,,83,24,108,,,,,,,53,72,53,,,19,,,,,,,,5,5,5,1,,,2,,,,0.74,13,13,13,9
Public Abstract Class,"org.apache.maven.artifact.metadata.AbstractArtifactMetadata",1,1,1,1,4,0,4,0,2,1,1,1,,0,0,,,,1,0,1,6,0,0,1,0,,9,,,,0,,,,9,,,4,1,0,,,,,,,1,3,2,,,1,,,,,,,,1,1,1,1,,2,0,,0,0,0.00,1,1,1,1
Protected Constructor,"org.apache.maven.artifact.metadata.AbstractArtifactMetadata.AbstractArtifactMetadata",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Interface,"org.apache.maven.artifact.metadata.ArtifactMetadata",0,0,0,0,0,0,0,0,1,0,0,3,,0,0,,,,1,0,1,12,1,0,0,0,,5,,,,0,,,,5,,,3,0,0,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.metadata.ArtifactMetadata.merge",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,0,0,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Public Class,"org.apache.maven.artifact.metadata.ArtifactMetadataRetrievalException",1,1,1,1,4,0,4,0,1,1,1,0,,0,0,,,,1,0,1,6,0,0,0,1,,8,,,,0,,,,8,,,3,1,0,,,,,,,1,3,2,,,1,,,,,,,,1,1,1,1,,3,0,,0,0,0.00,1,1,1,1
Public Constructor,"org.apache.maven.artifact.metadata.ArtifactMetadataRetrievalException.ArtifactMetadataRetrievalException",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Interface,"org.apache.maven.artifact.metadata.ArtifactMetadataSource",0,0,0,0,0,0,0,0,1,5,5,4,,0,0,,,,5,0,5,9,5,0,0,0,,22,,,,5,,,,17,,,16,0,0,,,,,,,5,6,6,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.metadata.ArtifactMetadataSource.retrieve",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,3,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.metadata.ArtifactMetadataSource.retrieve",,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,0,,,,2,,,2,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.metadata.ArtifactMetadataSource.retrieveAvailableVersions",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,3,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.metadata.ArtifactMetadataSource.retrieveAvailableVersions",,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,0,,,,2,,,2,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.metadata.ArtifactMetadataSource.retrieveAvailableVersionsFromDeploymentRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,4,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Public Class,"org.apache.maven.artifact.metadata.ResolutionGroup",1,1,1,1,5,0,5,0,1,1,1,0,,0,0,,,,2,0,2,9,0,0,0,2,,17,,,,3,,,,14,,,6,2,0,,,,,,,2,5,3,,,2,,,,,,,,1,1,1,1,,2,0,,0,0,0.00,2,2,2,2
Public Constructor,"org.apache.maven.artifact.metadata.ResolutionGroup.ResolutionGroup",,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,2,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,"org.apache.maven.artifact.metadata.ResolutionGroup.ResolutionGroup",,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,0,,,,5,,,2,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.apache.maven.artifact.metadata.TestMetadataSource",1,1,1,1,11,0,10,0,2,6,6,0,,0,0,,,,5,1,5,5,0,0,0,5,,68,,,,10,,,,58,,,17,20,0,,,,,,,15,25,10,,,15,,,,,,,,5,5,5,1,,1,2,,80,60,0.00,9,9,9,5
Public Method,"org.apache.maven.artifact.metadata.TestMetadataSource.retrieve",,,,,,,,,,,,,,,,,,,,,,,,,,,6,36,,,,4,,,,32,,,5,16,0,,,,5,9,1,10,15,4,,,11,,,5,5,5,1,2,,,,,0,,2,0,,,0.00,5,5,5,1
Public Method,"org.apache.maven.artifact.metadata.TestMetadataSource.retrieve",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,1,0,,,,5,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.metadata.TestMetadataSource.retrieveAvailableVersions",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.metadata.TestMetadataSource.retrieveAvailableVersions",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,1,0,,,,5,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.artifact.metadata.TestMetadataSource.retrieveAvailableVersionsFromDeploymentRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,2,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Package,"org.apache.maven.artifact.repository",1,1,1,1,7,0,5,0,,,,,15,5,7,,12,,190,35,195,,43,10,1,141,,1923,,,,336,,,,1135,,,401,340,453,,,,,,,430,645,359,,,286,,,,,,,,9,9,14,4,,,4,,,,0.40,206,206,217,160
Public Interface,"org.apache.maven.artifact.repository.ArtifactRepository",0,0,0,0,0,0,0,0,0,6,6,3,,0,0,,,,26,0,26,26,26,0,0,0,,70,,,,23,,,,32,,,30,0,15,,,,,,,26,27,27,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,0.47,0,0,0,0
Abstract Method,"org.apache.maven.artifact.repository.ArtifactRepository.find",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.repository.ArtifactRepository.findVersions",,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,1,,,1,0,6,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.repository.ArtifactRepository.getAuthentication",,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.artifact.repository.ArtifactRepository.getBasedir",,,,,,,,,,,,,,,,,,,,,,,,,,,42,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
